id,program_code,program_name,code,primaryname,strength,description,id,name,Year,Month,Day,beginningbalance,quantityreceived,quantitydispensed,quantityrequested,quantityapproved,totallossesandadjustments,calculatedorderquantity,newpatientcount,Stock In Hand
89815,MMIA,MMIA,08S15,Zidovudina (AZT); 300mg 60Comp; Embalagem,300mg Comp,Zidovudina (AZT),132,Matalane,2015.0,11.0,19.0,0,0,0,,20,0,20,0,0
89816,MMIA,MMIA,08S34B,"Estavudina+Lamivudina+Nevirapi; 6mg + 30mg +50mg, 60 Cps (Baby; Embalagem","6mg + 30mg +50mg, Cps (Baby)",Estavudina+Lamivudina+Nevirapina,132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
76095,MMIA,MMIA,08S32Z,"Estavudina/Lamivudina; 6mg+30mg, 60 Comp (Baby); Embalagem","6mg+30mg, Comp (Baby)",Estavudina/Lamivudina,135,Nhongonhane (Ed.Mondl.),2015.0,11.0,16.0,55255,0,0,,0,0,0,0,55255
76096,MMIA,MMIA,08S42B,Zidovudina/Lamivudina/Nevirapi; 60mg+30mg+50mg 60 Comprimidos; Embalagem,60mg+30mg+50mg Comprimidos,Zidovudina/Lamivudina/Nevirapina,135,Nhongonhane (Ed.Mondl.),2015.0,11.0,16.0,0,0,0,,0,0,0,0,0
76097,MMIA,MMIA,08S40Z,"Lamivudina+Zidovudina; 30mg+60mg, 60 Comprimidos; Embalagem","30mg+60mg, Comprimidos",Lamivudina+Zidovudina,135,Nhongonhane (Ed.Mondl.),2015.0,11.0,16.0,0,0,0,,0,0,0,0,0
76098,MMIA,MMIA,08S39B,Lopinavir/Ritonavir 100mg+25mg 60Comp Embalagem,100mg + 25mg Comp,Lopinavir/Ritonavir,135,Nhongonhane (Ed.Mondl.),2015.0,11.0,16.0,0,0,0,,0,0,0,0,0
76099,MMIA,MMIA,08S39Y,Lopinavir/Ritonavir (Kaletra); 80mg + 20mg; Solução,80mg + 20mg,Lopinavir/Ritonavir (Kaletra),135,Nhongonhane (Ed.Mondl.),2015.0,11.0,16.0,0,0,0,,0,0,0,0,0
76100,MMIA,MMIA,08S01ZZ,Abacavir (ABC)+Lamivudina (3TC; 60mg+30mg 60Comp; Embalagem,60mg+30mg Comp,Abacavir (ABC)+Lamivudina (3TC),135,Nhongonhane (Ed.Mondl.),2015.0,11.0,16.0,0,0,0,,0,0,0,0,0
76101,MMIA,MMIA,08S20,Efavirenz (EFV); 200mg 90Caps; Embalagem,200mg Caps,Efavirenz (EFV),135,Nhongonhane (Ed.Mondl.),2015.0,11.0,16.0,47474,0,0,,0,0,0,0,47474
76103,MMIA,MMIA,08S01B,"Abacavir sulfato (ABC) 60mg, 60Cps (Baby) Embalagem","60mg,  (Baby)",Abacavir sulfato (ABC),135,Nhongonhane (Ed.Mondl.),2015.0,11.0,16.0,0,0,0,,0,0,0,0,0
76104,MMIA,MMIA,08S23,Nevirapina (NVP); 50mg/5mL 240mL; Suspensão,50mg/5mL 240mL,Nevirapina (NVP),135,Nhongonhane (Ed.Mondl.),2015.0,11.0,16.0,58865,0,0,,0,0,0,0,58865
76105,MMIA,MMIA,08S17,Zidovudina (AZT); 50mg/5mL 240mL; Solução,50mg/5mL 240mL,Zidovudina (AZT),135,Nhongonhane (Ed.Mondl.),2015.0,11.0,16.0,0,0,0,,0,0,0,0,0
89817,MMIA,MMIA,08S32Z,"Estavudina/Lamivudina; 6mg+30mg, 60 Comp (Baby); Embalagem","6mg+30mg, Comp (Baby)",Estavudina/Lamivudina,132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
89818,MMIA,MMIA,08S42B,Zidovudina/Lamivudina/Nevirapi; 60mg+30mg+50mg 60 Comprimidos; Embalagem,60mg+30mg+50mg Comprimidos,Zidovudina/Lamivudina/Nevirapina,132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
89819,MMIA,MMIA,08S40Z,"Lamivudina+Zidovudina; 30mg+60mg, 60 Comprimidos; Embalagem","30mg+60mg, Comprimidos",Lamivudina+Zidovudina,132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
89820,MMIA,MMIA,08S39B,Lopinavir/Ritonavir 100mg+25mg 60Comp Embalagem,100mg + 25mg Comp,Lopinavir/Ritonavir,132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
89821,MMIA,MMIA,08S39Y,Lopinavir/Ritonavir (Kaletra); 80mg + 20mg; Solução,80mg + 20mg,Lopinavir/Ritonavir (Kaletra),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
89822,MMIA,MMIA,08S01ZZ,Abacavir (ABC)+Lamivudina (3TC; 60mg+30mg 60Comp; Embalagem,60mg+30mg Comp,Abacavir (ABC)+Lamivudina (3TC),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
89823,MMIA,MMIA,08S20,Efavirenz (EFV); 200mg 90Caps; Embalagem,200mg Caps,Efavirenz (EFV),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
89824,MMIA,MMIA,08S19,Efavirenz (EFV); 50mg 30Caps; Embalagem,50mg Caps,Efavirenz (EFV),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
89825,MMIA,MMIA,08S01B,"Abacavir sulfato (ABC) 60mg, 60Cps (Baby) Embalagem","60mg,  (Baby)",Abacavir sulfato (ABC),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
89826,MMIA,MMIA,08S23,Nevirapina (NVP); 50mg/5mL 240mL; Suspensão,50mg/5mL 240mL,Nevirapina (NVP),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
89827,MMIA,MMIA,08S17,Zidovudina (AZT); 50mg/5mL 240mL; Solução,50mg/5mL 240mL,Zidovudina (AZT),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
92312,MMIA,MMIA,08S42,Zidovudina/Lamivudina/Nevirapi; 300mg+150mg+200mg 60Comp; Embalagem,300mg+150mg+200mg Comp,Zidovudina/Lamivudina/Nevirapina,132,Matalane,2015.0,11.0,19.0,638,0,0,,0,-628,0,0,10
92313,MMIA,MMIA,08S18Y,Tenofovir/Lamivudina/Efavirenz; 300mg + 300mg + 600mg 30Comp; Embalagem,300mg + 300mg + 600mg Comp,Tenofovir/Lamivudina/Efavirenz,132,Matalane,2015.0,11.0,19.0,648,0,0,,0,-628,0,0,20
92314,MMIA,MMIA,08S40,Zidovudina/Lamivudina; 300mg+150mg 60Comp; Embalagem,"300mg+150mg,Comp",Zidovudina/Lamivudina,132,Matalane,2015.0,11.0,19.0,63,0,0,,0,-33,0,0,30
92315,MMIA,MMIA,08S36,Estavudina/Lamivudina/Nevirapi; 200mg+150mg+30mg 60Comp; Embalagem,200mg+150mg+30mg 60Comp,Estavudina/Lamivudina/Nevirapina,132,Matalane,2015.0,11.0,19.0,27,0,22,,0,35,0,0,40
92316,MMIA,MMIA,08S32,Estavudina/Lamivudina; 30mg +150mg 60Comp; Embalagem,30mg +150mgComp,Estavudina/Lamivudina,132,Matalane,2015.0,11.0,19.0,647,0,22,,0,-575,0,0,50
92317,MMIA,MMIA,08S18Z,Tenofovir/Lamivudina; 300mg+300mg 30Comp; Embalagem,300mg+300mg Comp,Tenofovir/Lamivudina,132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
92318,MMIA,MMIA,08S39Z,Lopinavir/Ritonavir; 200mg+50mg 120Comp; Embalagem,200mg+50mg Comp,Lopinavir/Ritonavir,132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
92319,MMIA,MMIA,08S21,Efavirenz (EFV); 600mg 30Comp; Embalagem,600mg Comp,Efavirenz (EFV),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
92320,MMIA,MMIA,08S01,"Abacavir sulfato (ABC) 300mg,60comp Embalagem","300mg,comp",Abacavir sulfato (ABC),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
92321,MMIA,MMIA,08S22,Nevirapina (NVP); 200mg 60Comp; Embalagem,200mg Comp,Nevirapina (NVP),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
63206,MMIA,MMIA,08S42,Zidovudina/Lamivudina/Nevirapi; 300mg+150mg+200mg 60Comp; Embalagem,300mg+150mg+200mg Comp,Zidovudina/Lamivudina/Nevirapina,132,Matalane,2015.0,11.0,9.0,400,0,0,,0,200,0,0,600
63207,MMIA,MMIA,08S18Y,Tenofovir/Lamivudina/Efavirenz; 300mg + 300mg + 600mg 30Comp; Embalagem,300mg + 300mg + 600mg Comp,Tenofovir/Lamivudina/Efavirenz,132,Matalane,2015.0,11.0,9.0,600,0,0,,0,0,0,0,600
63208,MMIA,MMIA,08S40,Zidovudina/Lamivudina; 300mg+150mg 60Comp; Embalagem,"300mg+150mg,Comp",Zidovudina/Lamivudina,132,Matalane,2015.0,11.0,9.0,700,0,0,,0,0,0,0,700
63209,MMIA,MMIA,08S36,Estavudina/Lamivudina/Nevirapi; 200mg+150mg+30mg 60Comp; Embalagem,200mg+150mg+30mg 60Comp,Estavudina/Lamivudina/Nevirapina,132,Matalane,2015.0,11.0,9.0,800,0,0,,0,-100,0,0,700
63210,MMIA,MMIA,08S32,Estavudina/Lamivudina; 30mg +150mg 60Comp; Embalagem,30mg +150mgComp,Estavudina/Lamivudina,132,Matalane,2015.0,11.0,9.0,900,0,0,,0,-300,0,0,600
63211,MMIA,MMIA,08S18Z,Tenofovir/Lamivudina; 300mg+300mg 30Comp; Embalagem,300mg+300mg Comp,Tenofovir/Lamivudina,132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
63212,MMIA,MMIA,08S39Z,Lopinavir/Ritonavir; 200mg+50mg 120Comp; Embalagem,200mg+50mg Comp,Lopinavir/Ritonavir,132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
63213,MMIA,MMIA,08S21,Efavirenz (EFV); 600mg 30Comp; Embalagem,600mg Comp,Efavirenz (EFV),132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
63214,MMIA,MMIA,08S01,"Abacavir sulfato (ABC) 300mg,60comp Embalagem","300mg,comp",Abacavir sulfato (ABC),132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
63215,MMIA,MMIA,08S22,Nevirapina (NVP); 200mg 60Comp; Embalagem,200mg Comp,Nevirapina (NVP),132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
63216,MMIA,MMIA,08S13,Lamivudina(3TC); 150mg 60Comp; Embalagem,150mg Comp,Lamivudina(3TC),132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
63217,MMIA,MMIA,08S15,Zidovudina (AZT); 300mg 60Comp; Embalagem,300mg Comp,Zidovudina (AZT),132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
63218,MMIA,MMIA,08S34B,"Estavudina+Lamivudina+Nevirapi; 6mg + 30mg +50mg, 60 Cps (Baby; Embalagem","6mg + 30mg +50mg, Cps (Baby)",Estavudina+Lamivudina+Nevirapina,132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
63219,MMIA,MMIA,08S32Z,"Estavudina/Lamivudina; 6mg+30mg, 60 Comp (Baby); Embalagem","6mg+30mg, Comp (Baby)",Estavudina/Lamivudina,132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
63220,MMIA,MMIA,08S42B,Zidovudina/Lamivudina/Nevirapi; 60mg+30mg+50mg 60 Comprimidos; Embalagem,60mg+30mg+50mg Comprimidos,Zidovudina/Lamivudina/Nevirapina,132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
63221,MMIA,MMIA,08S40Z,"Lamivudina+Zidovudina; 30mg+60mg, 60 Comprimidos; Embalagem","30mg+60mg, Comprimidos",Lamivudina+Zidovudina,132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
63222,MMIA,MMIA,08S39B,Lopinavir/Ritonavir 100mg+25mg 60Comp Embalagem,100mg + 25mg Comp,Lopinavir/Ritonavir,132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
63223,MMIA,MMIA,08S39Y,Lopinavir/Ritonavir (Kaletra); 80mg + 20mg; Solução,80mg + 20mg,Lopinavir/Ritonavir (Kaletra),132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
63224,MMIA,MMIA,08S01ZZ,Abacavir (ABC)+Lamivudina (3TC; 60mg+30mg 60Comp; Embalagem,60mg+30mg Comp,Abacavir (ABC)+Lamivudina (3TC),132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
63225,MMIA,MMIA,08S20,Efavirenz (EFV); 200mg 90Caps; Embalagem,200mg Caps,Efavirenz (EFV),132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
92322,MMIA,MMIA,08S13,Lamivudina(3TC); 150mg 60Comp; Embalagem,150mg Comp,Lamivudina(3TC),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
92323,MMIA,MMIA,08S15,Zidovudina (AZT); 300mg 60Comp; Embalagem,300mg Comp,Zidovudina (AZT),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
92324,MMIA,MMIA,08S34B,"Estavudina+Lamivudina+Nevirapi; 6mg + 30mg +50mg, 60 Cps (Baby; Embalagem","6mg + 30mg +50mg, Cps (Baby)",Estavudina+Lamivudina+Nevirapina,132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
92325,MMIA,MMIA,08S32Z,"Estavudina/Lamivudina; 6mg+30mg, 60 Comp (Baby); Embalagem","6mg+30mg, Comp (Baby)",Estavudina/Lamivudina,132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
63226,MMIA,MMIA,08S19,Efavirenz (EFV); 50mg 30Caps; Embalagem,50mg Caps,Efavirenz (EFV),132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
63227,MMIA,MMIA,08S01B,"Abacavir sulfato (ABC) 60mg, 60Cps (Baby) Embalagem","60mg,  (Baby)",Abacavir sulfato (ABC),132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
63228,MMIA,MMIA,08S23,Nevirapina (NVP); 50mg/5mL 240mL; Suspensão,50mg/5mL 240mL,Nevirapina (NVP),132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
63229,MMIA,MMIA,08S17,Zidovudina (AZT); 50mg/5mL 240mL; Solução,50mg/5mL 240mL,Zidovudina (AZT),132,Matalane,2015.0,11.0,9.0,0,0,0,,0,0,0,0,0
68510,MMIA,MMIA,08S42,Zidovudina/Lamivudina/Nevirapi; 300mg+150mg+200mg 60Comp; Embalagem,300mg+150mg+200mg Comp,Zidovudina/Lamivudina/Nevirapina,132,Matalane,2015.0,11.0,13.0,700,0,0,,0,0,0,0,700
68511,MMIA,MMIA,08S18Y,Tenofovir/Lamivudina/Efavirenz; 300mg + 300mg + 600mg 30Comp; Embalagem,300mg + 300mg + 600mg Comp,Tenofovir/Lamivudina/Efavirenz,132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68512,MMIA,MMIA,08S40,Zidovudina/Lamivudina; 300mg+150mg 60Comp; Embalagem,"300mg+150mg,Comp",Zidovudina/Lamivudina,132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68513,MMIA,MMIA,08S36,Estavudina/Lamivudina/Nevirapi; 200mg+150mg+30mg 60Comp; Embalagem,200mg+150mg+30mg 60Comp,Estavudina/Lamivudina/Nevirapina,132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68514,MMIA,MMIA,08S32,Estavudina/Lamivudina; 30mg +150mg 60Comp; Embalagem,30mg +150mgComp,Estavudina/Lamivudina,132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68515,MMIA,MMIA,08S18Z,Tenofovir/Lamivudina; 300mg+300mg 30Comp; Embalagem,300mg+300mg Comp,Tenofovir/Lamivudina,132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68516,MMIA,MMIA,08S39Z,Lopinavir/Ritonavir; 200mg+50mg 120Comp; Embalagem,200mg+50mg Comp,Lopinavir/Ritonavir,132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68517,MMIA,MMIA,08S21,Efavirenz (EFV); 600mg 30Comp; Embalagem,600mg Comp,Efavirenz (EFV),132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68518,MMIA,MMIA,08S01,"Abacavir sulfato (ABC) 300mg,60comp Embalagem","300mg,comp",Abacavir sulfato (ABC),132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68519,MMIA,MMIA,08S22,Nevirapina (NVP); 200mg 60Comp; Embalagem,200mg Comp,Nevirapina (NVP),132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68520,MMIA,MMIA,08S13,Lamivudina(3TC); 150mg 60Comp; Embalagem,150mg Comp,Lamivudina(3TC),132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68521,MMIA,MMIA,08S15,Zidovudina (AZT); 300mg 60Comp; Embalagem,300mg Comp,Zidovudina (AZT),132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68522,MMIA,MMIA,08S34B,"Estavudina+Lamivudina+Nevirapi; 6mg + 30mg +50mg, 60 Cps (Baby; Embalagem","6mg + 30mg +50mg, Cps (Baby)",Estavudina+Lamivudina+Nevirapina,132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68523,MMIA,MMIA,08S32Z,"Estavudina/Lamivudina; 6mg+30mg, 60 Comp (Baby); Embalagem","6mg+30mg, Comp (Baby)",Estavudina/Lamivudina,132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68524,MMIA,MMIA,08S42B,Zidovudina/Lamivudina/Nevirapi; 60mg+30mg+50mg 60 Comprimidos; Embalagem,60mg+30mg+50mg Comprimidos,Zidovudina/Lamivudina/Nevirapina,132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68525,MMIA,MMIA,08S40Z,"Lamivudina+Zidovudina; 30mg+60mg, 60 Comprimidos; Embalagem","30mg+60mg, Comprimidos",Lamivudina+Zidovudina,132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68526,MMIA,MMIA,08S39B,Lopinavir/Ritonavir 100mg+25mg 60Comp Embalagem,100mg + 25mg Comp,Lopinavir/Ritonavir,132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68527,MMIA,MMIA,08S39Y,Lopinavir/Ritonavir (Kaletra); 80mg + 20mg; Solução,80mg + 20mg,Lopinavir/Ritonavir (Kaletra),132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68528,MMIA,MMIA,08S01ZZ,Abacavir (ABC)+Lamivudina (3TC; 60mg+30mg 60Comp; Embalagem,60mg+30mg Comp,Abacavir (ABC)+Lamivudina (3TC),132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68529,MMIA,MMIA,08S20,Efavirenz (EFV); 200mg 90Caps; Embalagem,200mg Caps,Efavirenz (EFV),132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68530,MMIA,MMIA,08S19,Efavirenz (EFV); 50mg 30Caps; Embalagem,50mg Caps,Efavirenz (EFV),132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68531,MMIA,MMIA,08S01B,"Abacavir sulfato (ABC) 60mg, 60Cps (Baby) Embalagem","60mg,  (Baby)",Abacavir sulfato (ABC),132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68532,MMIA,MMIA,08S23,Nevirapina (NVP); 50mg/5mL 240mL; Suspensão,50mg/5mL 240mL,Nevirapina (NVP),132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
68533,MMIA,MMIA,08S17,Zidovudina (AZT); 50mg/5mL 240mL; Solução,50mg/5mL 240mL,Zidovudina (AZT),132,Matalane,2015.0,11.0,13.0,0,0,0,,0,0,0,0,0
92326,MMIA,MMIA,08S42B,Zidovudina/Lamivudina/Nevirapi; 60mg+30mg+50mg 60 Comprimidos; Embalagem,60mg+30mg+50mg Comprimidos,Zidovudina/Lamivudina/Nevirapina,132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
92327,MMIA,MMIA,08S40Z,"Lamivudina+Zidovudina; 30mg+60mg, 60 Comprimidos; Embalagem","30mg+60mg, Comprimidos",Lamivudina+Zidovudina,132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
92328,MMIA,MMIA,08S39B,Lopinavir/Ritonavir 100mg+25mg 60Comp Embalagem,100mg + 25mg Comp,Lopinavir/Ritonavir,132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
92329,MMIA,MMIA,08S39Y,Lopinavir/Ritonavir (Kaletra); 80mg + 20mg; Solução,80mg + 20mg,Lopinavir/Ritonavir (Kaletra),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
92330,MMIA,MMIA,08S01ZZ,Abacavir (ABC)+Lamivudina (3TC; 60mg+30mg 60Comp; Embalagem,60mg+30mg Comp,Abacavir (ABC)+Lamivudina (3TC),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
92331,MMIA,MMIA,08S20,Efavirenz (EFV); 200mg 90Caps; Embalagem,200mg Caps,Efavirenz (EFV),132,Matalane,2015.0,11.0,19.0,547,0,22,,0,-465,0,0,60
92332,MMIA,MMIA,08S19,Efavirenz (EFV); 50mg 30Caps; Embalagem,50mg Caps,Efavirenz (EFV),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
92333,MMIA,MMIA,08S01B,"Abacavir sulfato (ABC) 60mg, 60Cps (Baby) Embalagem","60mg,  (Baby)",Abacavir sulfato (ABC),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
92334,MMIA,MMIA,08S23,Nevirapina (NVP); 50mg/5mL 240mL; Suspensão,50mg/5mL 240mL,Nevirapina (NVP),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
92335,MMIA,MMIA,08S17,Zidovudina (AZT); 50mg/5mL 240mL; Solução,50mg/5mL 240mL,Zidovudina (AZT),132,Matalane,2015.0,11.0,19.0,0,0,0,,0,0,0,0,0
94796,MMIA,MMIA,08S42,Zidovudina/Lamivudina/Nevirapi; 300mg+150mg+200mg 60Comp; Embalagem,300mg+150mg+200mg Comp,Zidovudina/Lamivudina/Nevirapina,132,Matalane,2015.0,11.0,20.0,0,0,0,,0,0,0,0,0
94797,MMIA,MMIA,08S18Y,Tenofovir/Lamivudina/Efavirenz; 300mg + 300mg + 600mg 30Comp; Embalagem,300mg + 300mg + 600mg Comp,Tenofovir/Lamivudina/Efavirenz,132,Matalane,2015.0,11.0,20.0,0,0,0,,0,0,0,0,0
94798,MMIA,MMIA,08S40,Zidovudina/Lamivudina; 300mg+150mg 60Comp; Embalagem,"300mg+150mg,Comp",Zidovudina/Lamivudina,132,Matalane,2015.0,11.0,20.0,0,0,0,,0,0,0,0,0
94799,MMIA,MMIA,08S36,Estavudina/Lamivudina/Nevirapi; 200mg+150mg+30mg 60Comp; Embalagem,200mg+150mg+30mg 60Comp,Estavudina/Lamivudina/Nevirapina,132,Matalane,2015.0,11.0,20.0,0,0,0,,7,0,7,0,0
94800,MMIA,MMIA,08S32,Estavudina/Lamivudina; 30mg +150mg 60Comp; Embalagem,30mg +150mgComp,Estavudina/Lamivudina,132,Matalane,2015.0,11.0,20.0,0,0,0,,7,0,7,0,0
94801,MMIA,MMIA,08S18Z,Tenofovir/Lamivudina; 300mg+300mg 30Comp; Embalagem,300mg+300mg Comp,Tenofovir/Lamivudina,132,Matalane,2015.0,11.0,20.0,0,0,0,,0,0,0,0,0
94802,MMIA,MMIA,08S39Z,Lopinavir/Ritonavir; 200mg+50mg 120Comp; Embalagem,200mg+50mg Comp,Lopinavir/Ritonavir,132,Matalane,2015.0,11.0,20.0,0,0,0,,0,0,0,0,0
94803,MMIA,MMIA,08S21,Efavirenz (EFV); 600mg 30Comp; Embalagem,600mg Comp,Efavirenz (EFV),132,Matalane,2015.0,11.0,20.0,0,0,0,,0,0,0,0,0
94804,MMIA,MMIA,08S01,"Abacavir sulfato (ABC) 300mg,60comp Embalagem","300mg,comp",Abacavir sulfato (ABC),132,Matalane,2015.0,11.0,20.0,500,0,0,,0,-430,0,0,70
94805,MMIA,MMIA,08S22,Nevirapina (NVP); 200mg 60Comp; Embalagem,200mg Comp,Nevirapina (NVP),132,Matalane,2015.0,11.0,20.0,0,0,0,,0,0,0,0,0
94806,MMIA,MMIA,08S13,Lamivudina(3TC); 150mg 60Comp; Embalagem,150mg Comp,Lamivudina(3TC),132,Matalane,2015.0,11.0,20.0,0,0,0,,0,0,0,0,0
94807,MMIA,MMIA,08S15,Zidovudina (AZT); 300mg 60Comp; Embalagem,300mg Comp,Zidovudina (AZT),132,Matalane,2015.0,11.0,20.0,0,0,0,,0,0,0,0,0
77384,MMIA,MMIA,08S42,Zidovudina/Lamivudina/Nevirapi; 300mg+150mg+200mg 60Comp; Embalagem,300mg+150mg+200mg Comp,Zidovudina/Lamivudina/Nevirapina,132,Matalane,2015.0,11.0,17.0,800,0,0,,0,0,0,0,800
77385,MMIA,MMIA,08S18Y,Tenofovir/Lamivudina/Efavirenz; 300mg + 300mg + 600mg 30Comp; Embalagem,300mg + 300mg + 600mg Comp,Tenofovir/Lamivudina/Efavirenz,132,Matalane,2015.0,11.0,17.0,780,0,0,,0,0,0,0,780
77386,MMIA,MMIA,08S40,Zidovudina/Lamivudina; 300mg+150mg 60Comp; Embalagem,"300mg+150mg,Comp",Zidovudina/Lamivudina,132,Matalane,2015.0,11.0,17.0,0,0,0,,0,0,0,0,0
77387,MMIA,MMIA,08S36,Estavudina/Lamivudina/Nevirapi; 200mg+150mg+30mg 60Comp; Embalagem,200mg+150mg+30mg 60Comp,Estavudina/Lamivudina/Nevirapina,132,Matalane,2015.0,11.0,17.0,0,0,0,,0,0,0,0,0
94808,MMIA,MMIA,08S34B,"Estavudina+Lamivudina+Nevirapi; 6mg + 30mg +50mg, 60 Cps (Baby; Embalagem","6mg + 30mg +50mg, Cps (Baby)",Estavudina+Lamivudina+Nevirapina,132,Matalane,2015.0,11.0,20.0,0,0,0,,0,0,0,0,0
94809,MMIA,MMIA,08S32Z,"Estavudina/Lamivudina; 6mg+30mg, 60 Comp (Baby); Embalagem","6mg+30mg, Comp (Baby)",Estavudina/Lamivudina,132,Matalane,2015.0,11.0,20.0,0,0,0,,0,0,0,0,0
77388,MMIA,MMIA,08S32,Estavudina/Lamivudina; 30mg +150mg 60Comp; Embalagem,30mg +150mgComp,Estavudina/Lamivudina,132,Matalane,2015.0,11.0,17.0,780,0,0,,0,0,0,0,780
77389,MMIA,MMIA,08S18Z,Tenofovir/Lamivudina; 300mg+300mg 30Comp; Embalagem,300mg+300mg Comp,Tenofovir/Lamivudina,132,Matalane,2015.0,11.0,17.0,0,0,0,,0,0,0,0,0
77390,MMIA,MMIA,08S39Z,Lopinavir/Ritonavir; 200mg+50mg 120Comp; Embalagem,200mg+50mg Comp,Lopinavir/Ritonavir,132,Matalane,2015.0,11.0,17.0,0,0,0,,0,0,0,0,0
77391,MMIA,MMIA,08S21,Efavirenz (EFV); 600mg 30Comp; Embalagem,600mg Comp,Efavirenz (EFV),132,Matalane,2015.0,11.0,17.0,0,0,0,,0,0,0,0,0
