kvtype,latest_soh,product_name,product_code,facility_name,expiration
expirationdates,1052,Cloropromazina; 50mg/2mL; Injectável,07J03Y,Matalane,
expirationdates,1055,Acetilcolina; 1%; Solução Oftálmica,17F01,Matalane,
expirationdates,1055,Clindamicina; 75mg/5mL; Solução,08E03,Matalane,
expirationdates,1056,Clorpromazina; 100mg; Comprimidos,07J02,Matalane,
expirationdates,1059,Clorpromazina; 25mg/2mL; Injectável,07J03,Matalane,
expirationdates,1059,Clorpromazina; 25mg; Comprimidos,07J01,Matalane,
expirationdates,1060,Acido tricloroacetico; 80%; Solução,15F02,Matalane,
expirationdates,1063,Bleomicina; 15.000UI; Injectável,09B01,Matalane,
expirationdates,1067,Cicloserina; 250mg; Cápsulas,08L10,Matalane,
expirationdates,1076,Econazol; 1g/100g; Créme vaginal,04A04,Matalane,
expirationdates,1083,Bussulfano; 2mg; Comprimidos,09A01,Matalane,
expirationdates,1086,"Acido tricloroacetico; 0,2%; Cristais",16D01,Matalane,
expirationdates,1089,Acido tricloroacetico; 50%; Solução,16D02,Matalane,
expirationdates,1092,Bicalutamida; 50mg; Comprimidos,09G01,Matalane,
expirationdates,1096,Clozapina; 100mg; Comprimidos,07J13,Matalane,
expirationdates,1097,Clozapina; 25mg; Comprimidos,07J12,Matalane,
expirationdates,1099,"Reserpina; 0,25mg; Comprimidos",01C05,Matalane,
expirationdates,1101,Clozapina; 50mg/2mL; Injectável,07J14,Matalane,
expirationdates,1106,Alcatrao de Hulha (Coaltar); 5% + 2%; Créme,15D02,Matalane,
expirationdates,1110,Alcatrao de Hulha (Coaltar); 5% + 2%; Loção,15D04,Matalane,
expirationdates,1110,"Nitroglicerina; 0,5mg; Comprimidos",01G02,Matalane,
expirationdates,1111,Alcatrão de Hulha (Coaltar); 5% + 0.2%; Champo,15D03,Matalane,
expirationdates,1112,Cloranfenicol oleosa; 1g/4mL; Injectável,08K02Z,Matalane,
expirationdates,1118,"Bicarbonato de Sodio; 8,4% 1meq HCO3/mL; Injectável",11A01,Matalane,
expirationdates,1118,Cloranfenicol; 1g/10mL; Injectável,08K02,Matalane,
expirationdates,1119,Cloxacilina; 125mg/5mL; Xarope,08A0ZZ,Matalane,
expirationdates,1119,Cloxacilina; 250mg; Comprimidos,08A0ZX,Matalane,
expirationdates,1120,Cloranfenicol; 125mg/5mL; Suspensão,08K03Z,Matalane,
expirationdates,1121,"Bicarbonato de sodio; 4,2%; Injectável",11A01Z,Matalane,
expirationdates,1121,Cloranfenicol; 1g/4mL; Injectável,08K02Y,Matalane,
expirationdates,1122,Adrenalina pediatrica; 2%; Solução,17A03,Matalane,
expirationdates,1122,Cloranfenicol; 250mg; Cápsulas,08K01,Matalane,
expirationdates,1122,Cloxacilina; 500mg; Comprimidos,08A0ZY,Matalane,
expirationdates,1122,Cloxacilina; 50mg/mL; Injectável,08A0ZW,Matalane,
expirationdates,1124,Ranitidina; 150mg; Comprimidos,02A06,Matalane,
expirationdates,1125,Cloranfenicol; 250mg/5mL; Suspensão,08K03,Matalane,
expirationdates,1125,Dextropopoxifeno; 65mg; Cápsulas,07B03,Matalane,
expirationdates,1127,Cloranfenicol; 500mg; Cápsulas,08K01Z,Matalane,
expirationdates,1129,Axeroftol (Vitamina A); 100 000UI/ml; Solução,12D05,Matalane,
expirationdates,1129,Doxazosina de accao prolongada; 4mg; Comprimidos,04G02,Matalane,
expirationdates,1130,Axeroftol (Vitamina A); 200 000 UI; Cápsulas,12D04,Matalane,
expirationdates,1132,Doxazosina de accao prolongada; 8mg; Comprimidos,04G03,Matalane,
expirationdates,1132,Doxazosina; 2mg; Comprimidos,04G01,Matalane,
expirationdates,1135,Clofazimina; 100mg; Cápsulas,08M02,Matalane,
expirationdates,1136,Clofazimina; 50mg; Cápsulas,08M01,Matalane,
expirationdates,1140,Axeroftol+Alfa tocoferol; 200 000UI+40UI; Cápsulas,12D09Z,Matalane,
expirationdates,1141,"Amorolfine; 5%Frasco 2,5mL; Frasco",15C04,Matalane,
expirationdates,1142,Mononitrato de isossorbido; 40mg; Comprimidos,01G01Z,Matalane,
expirationdates,1148,Acetilcisteina; 200mg/mL; Injectável,21A01,Matalane,
expirationdates,1151,Atenolol; 100mg; Comprimidos,01E01Z,Matalane,
expirationdates,1160,Carboplatina; 50mg/5mL; Injectável,09E03,Matalane,
expirationdates,1170,Sinvastatina; 20mg; Comprimidos,01J02,Matalane,
expirationdates,1178,"Estradiol+Noretisterona; 1mg + 0,5mg; Comprimidos",04D04,Matalane,
expirationdates,1180,Estradiol; 1mg; Cápsulas,04D01,Matalane,
expirationdates,1180,Repaglinida; 1mg; Comprimidos,03B05,Matalane,
expirationdates,1181,Estradiol+Noretisterona; 2mg+2mg+1mg+1mg; Ciclo,04D05,Matalane,
expirationdates,1181,Propiltiouracilo; 50mg; Comprimidos,03D04,Matalane,
expirationdates,1182,Fenipentol; 100mg; Comprimidos,02H0ZY,Matalane,
expirationdates,1184,Ciclofosfamida; 1000mg; Injectável,09A03Z,Matalane,
expirationdates,1184,Estradiol+Noretisterona; 4% 4g/100ml; Sistemas transdérmicos,04D06,Matalane,
expirationdates,1185,Ciclofosfamida; 500mg; Injectável,09A03,Matalane,
expirationdates,1185,Fenipentol; 100mg; Cápsulas,02H0ZZ,Matalane,
expirationdates,1186,Ciclofosfamida; 50mg; Comprimidos,09A02,Matalane,
expirationdates,1186,Diazepam; 10mg/2mL; Injectável,07I07,Matalane,
expirationdates,1186,Diazepam; 10mg; Comprimidos,07I06,Matalane,
expirationdates,1188,Medroxiprogesterona acetato; 5mg; Comprimidos,04E01,Matalane,
expirationdates,1189,Diazepam; 10mg; Cápsulas de Libertação Prolong,07I06Z,Matalane,
expirationdates,1189,Diazepam; 2mg; Comprimidos,07I05,Matalane,
expirationdates,1189,"Estrogenios conjugados; 0,625mg; Comprimidos",04D02,Matalane,
expirationdates,1191,Ergometrina+Oxitocina; 500mg + 5UI; Injectável,04B02,Matalane,
expirationdates,1192,"Estrogenios conjugados; 1,25mg; Comprimidos",04D02Z,Matalane,
expirationdates,1193,"Acido acetico; 0,2%; Líquido",21A02,Matalane,
expirationdates,1194,Nifedipina; 10mg; Cápsulas,01F02Z,Matalane,
expirationdates,1195,Estrogenios conjugados; 625mcg/g; Créme vaginal,04D03,Matalane,
expirationdates,1201,"Estrogénios esquino conj+Medro; 0,635mg + 5mg; Ciclo",04D07,Matalane,
expirationdates,1202,Rosiglitazona; 1mg; Comprimidos,03B06,Matalane,
expirationdates,1204,Rosiglitazona; 2mg; Comprimidos,03B06X,Matalane,
expirationdates,1223,"Enoxeparina; 40mg/0,4mL; Injectável",06D0ZZ,Matalane,
expirationdates,1225,"Sulfato de sódio+Polietilenogl; 0,2%; Pó",02D08,Matalane,
expirationdates,1226,Ranitidina; 50mg/2mL; Injectável,02A07,Matalane,
expirationdates,1227,Efavirenz (EFV); 600mg 30Comp; Embalagem,08S21,Matalane,
expirationdates,1227,Efavirenz (EFV); 600mg 30Comp; Embalagem,08S21,Matalane,16/11/2015
expirationdates,1227,Efavirenz (EFV); 600mg 30Comp; Embalagem,08S21,Matalane,25/2/2016
expirationdates,1227,Efavirenz (EFV); 600mg 30Comp; Embalagem,08S21,Matalane,"26/12/2015,2/1/2016,9/1/2016,27/2/2016"
expirationdates,1227,Efavirenz (EFV); 600mg 30Comp; Embalagem,08S21,Matalane,"8/12/2015,9/12/2015,4/12/2017,4/12/2019,8/12/2020"
expirationdates,1229,Cotrimoxazol (Sulfametazol+Tri; 240mg/5mL; Suspensão,08I03,Matalane,
expirationdates,1230,Acetazolamida; 500mg; Injectável,17A02,Matalane,
expirationdates,1230,Cotrimoxazol (Sulfametazol+Tri; 480mg/5mL; Injectável,08I02,Matalane,
expirationdates,1231,Cotrimoxazol (Sulfametazol+Tri; 480mg; Comprimidos,08I01,Matalane,
expirationdates,1234,"Abacavir sulfato (ABC) 300mg,60comp Embalagem",08S01,Ricatla,
expirationdates,1234,"Abacavir sulfato (ABC) 300mg,60comp Embalagem",08S01,Ricatla,24/12/2015
expirationdates,1234,"Eritropoietina recom hum alfa/; 2000UI/0,5mL; Injectável",06A02,Matalane,
expirationdates,1238,Agua oxigenada; 20 volumes 6% 100ml; Solução,20A01,Matalane,
expirationdates,1238,Etinilest+Levonorgestrel; 30mcg + 50 mcg/40mcg + 75mcg/3; Comprimidos,04F05,Matalane,
expirationdates,1239,Etinilest+Levonorgestrel; 50mcg + 250mcg; Comprimidos,04F04,Matalane,
expirationdates,1239,Etinilestradiol+Gestodeno; 20mcg + 75mcg; Comprimidos,04F02,Matalane,
expirationdates,1241,"Betametasona dipropionato; 0,05%; Créme",15B01Z,Matalane,
expirationdates,1242,"Betametasona dipropionato  ; 0,05%; Pomada",15B03Z,Matalane,
expirationdates,1242,Ciclosporina; 50mg; Cápsulas,09F02,Matalane,
expirationdates,1242,Citarabina (citosina arabinosi; 100mg/5mL; Injectável,09C01,Matalane,
expirationdates,1244,"Betametasona dipropionato; 0,05%; Loção Capilar",15B02,Matalane,
expirationdates,1244,"Betametasona dipropionato; 0,1%; Créme",15B01,Matalane,
expirationdates,1244,"Caseinato de calcio; 0,2%; Pó",12A01,Matalane,
expirationdates,1249,"Betametasona dipropionato; 0,1%; Pomada",15B03,Matalane,
expirationdates,1250,Bacitracina; 1% 15g; Pomada,15C05,Matalane,
expirationdates,1253,Bacitracina; 1% 30g; Pomada,15C06,Matalane,
expirationdates,1256,"Betametasona+Acido salicilico; 0,05%+3%; Pomada",15B05,Matalane,
expirationdates,1258,"Fludrocortisona acetato; 0,1mg; Comprimidos",03A02,Matalane,
expirationdates,1259,"Betametasona+Clotrimazol+Genta; (0,5+10+1)mg; Créme",15B06,Matalane,
expirationdates,1260,"Adesivo Elastico; 10cmx2,5m; Rolo",23A04,Matalane,
expirationdates,1260,Adesivo Esparadrapo(Transpore); 10cm X10m; Rolo,23A02,Matalane,
expirationdates,1260,"Etinilestradiol; 0,01mg 10mcg; Comprimidos",04F0ZZ,Matalane,
expirationdates,1261,"Adesivo Elastico; 5cmx2,5m; Rolo",23A03,Matalane,
expirationdates,1261,Adesivo Esparadrapo(Transpore); 18cm X5m; Rolo,23A01,Matalane,
expirationdates,1261,"Etinilestradiol; 0,05mg 50mcg; Comprimidos",04F0ZY,Matalane,
expirationdates,1261,"Somatropina; 6,1 mg/ml, ampola pre-enchida; Injectável",03E02,Matalane,
expirationdates,1262,"Betametasona+Clotrimazol+Genta; 0,5mg+10mg + 1mg; Pomada",15B07,Matalane,
expirationdates,1262,Cisplatina; 50mg/100mL; Injectável,09E06Z,Matalane,
expirationdates,1263,Cisplatina; 50mg/50mL; Injectável,09E06,Matalane,
expirationdates,1263,"Esponja de Gelatina esteril; 0,2%; Cubos",06F04,Matalane,
expirationdates,1264,"Esponja de Gelatina; 0,2%; Cubos",06F03,Matalane,
expirationdates,1266,Adesivo Esparadrapo(Transpore); Transpore; Rolo 10cm X5m; Rolo,23A02Z,Matalane,
expirationdates,1267,Adesivo Esparadrapo(Transpore); Transpore; Rolo 5cm X5m; Rolo,23A02Y,Matalane,
expirationdates,1267,Clorambucil; 2mg; Comprimidos,09A04,Matalane,
expirationdates,1270,Betametasona+Neomicina; 1g+5g; Pomada,15B0Z,Matalane,
expirationdates,1273,"Adesivo Perfurado; 20cmx2,5m; Rolo",23A05,Matalane,
expirationdates,1274,Benzoato de benzilo; 25% 250mg/mL; Emulsão,15C0ZX,Matalane,
expirationdates,1278,Adesivo Tape (Micropore Tipo C; 20cmX5m; Rolo,23A09,Matalane,
expirationdates,1279,Alcool; 90% (900mg/mL); Líquido,20A03,Matalane,
expirationdates,1279,Ergotamina+Cafeina; 1g + 100mg; Comprimidos,07C01,Matalane,
expirationdates,1281,Adesivo Transparente  10cm X 10m Rolo,23A10,Matalane,
expirationdates,1281,Adesivo Transparente 96mm x 5m Rolo,23A08,Matalane,
expirationdates,1282,Adesivo Transparente; 72mmx5m; Rolo,23A07,Matalane,
expirationdates,1296,Estreptoquinase; 1 500 000UI; Injectável,06E03,Matalane,
expirationdates,1296,Sulfato de magnesio; 100mg/mL (10%; Injectável,04B07,Matalane,
expirationdates,1298,Sulfato de magnesio; 500mg/mL 50%; Injectável,04B07Z,Matalane,
expirationdates,1305,Glicerina adulto; 3 g; Supositório,02D04,Matalane,
expirationdates,1308,Dapsona+Clofazimina+Rifampicin; 100+100+300mg; Comprimidos,08M0ZY,Matalane,
expirationdates,1308,Glicerina adulto; 4g; Supositório,02D04Z,Matalane,
expirationdates,1308,"Glicerina infantil; 1,5g; Supositório",02D03,Matalane,
expirationdates,1311,Dapsona+Clofazimina+Rifampicin; 50+50+150mg; Comprimidos,08M0ZZ,Matalane,
expirationdates,1311,Dapsona+Rifampicina infantil; 50mg+150mg; Comprimidos,08M0XZ,Matalane,
expirationdates,1311,Dapsona; 100mg; Comprimidos,08M04,Matalane,
expirationdates,1312,Dapsona+Rifampicina; 100mg+300mg; Comprimidos,08M0XX,Matalane,
expirationdates,1312,Dapsona; 50mg; Comprimidos,08M03,Matalane,
expirationdates,1316,Atropina sulfato; 1%; Colírio,17B01,Matalane,
expirationdates,1321,"Atropina; 0,5%; Colírio",17B01Z,Matalane,
expirationdates,1323,"Terbutalina; 2,5mg; Comprimidos",04B06,Matalane,
expirationdates,1325,Acido Folico+Vit B12; 1mg+25mcg; Cápsulas,06A0YZ,Matalane,
expirationdates,1326,Clormetina ; 10mg; Injectável,09A05,Matalane,
expirationdates,1327,Polidocanol 60mg/2mL Inj,01K0ZZ,Matalane,
expirationdates,1332,Beclometasona; 50mcg/inalacao; Spray nasal,16C01,Matalane,
expirationdates,1333,"Agulha Hipodermica 16G; 1,60x38mm; Embalagem",24A05Z,Matalane,
expirationdates,1333,"Agulha Hipodermica 18G; 1,20x38mm; Embalagem",24A04Z,Matalane,
expirationdates,1333,Salbutamol; 100mcg/inalacao; Aerosol,05A08,Matalane,
expirationdates,1334,"Agulha Hipodermica 22G; 0,70x38mm; Embalagem",24A02Z,Matalane,
expirationdates,1334,"Agulha Hipodermica 24G; 0,55x25mm; Embalagem",24A01Z,Matalane,
expirationdates,1335,"Agulha Hipodermica ; 0,55x25mm; Embalagem",24A01,Matalane,
expirationdates,1335,Amiodarona HCL; 200mg; Comprimidos,01B02,Matalane,
expirationdates,1335,Amiodarona HCL; 200mg; Comprimidos,01B02,Matalane,2/3/2016
expirationdates,1336,Salbutamol ; 5mg/mL; Solução para Nebulização,05A11,Matalane,
expirationdates,1336,Salbutamol; 2mg; Comprimidos,05A09,Matalane,
expirationdates,1336,Sildenafil; 50mg; Comprimidos,04J03,Matalane,
expirationdates,1338,"Agulha Hipodermica 20G; 0,90x38mm; Embalagem",24A23Z,Matalane,
expirationdates,1338,Carisoprodo; l350; Comprimidos,14E04,Matalane,
expirationdates,1338,Glibenclamida; 5mg; Comprimidos,03B02,Matalane,
expirationdates,1338,Salbutamol; 4mg; Comprimidos,05A09Z,Matalane,
expirationdates,1338,Tamoxifeno citrato; 20mg; Comprimidos,04E08,Matalane,
expirationdates,1339,"Agulha Hipodermica ; 0,70x38mm; Embalagem",24A02,Matalane,
expirationdates,1339,Salbutamol; 2mg/5mL; Xarope,05A12,Matalane,
expirationdates,1340,Salbutamol; 500mcg/mL; Injectável,05A10,Matalane,
expirationdates,1343,"Agulha Hipodermica ; 0,90x38mm; Embalagem",24A03,Matalane,
expirationdates,1344,Algodao Hidrofilo ; 500g; Rolo,23B01,Matalane,
expirationdates,1344,"Benzidamina HCl; 0,15%; Solução",16D03,Matalane,
expirationdates,1344,Salmeterol; 25mcg/inalacao; Aerosol,05A13,Matalane,
expirationdates,1345,Factor VIII Coagulacao Humano ; 500 UI; Injectável,06F06,Matalane,
expirationdates,1346,"Agulha Hipodermica ; 1,20x38mm; Embalagem",24A04,Matalane,
expirationdates,1347,Algodao Oftalmologico ; 500g; Rolo,23B02,Matalane,
expirationdates,1347,Finasterida; 5mg; Comprimidos,04K04,Matalane,
expirationdates,1347,Sal ferroso; 200mg (65 mg de ferro elementa; Comprimidos,06A06,Matalane,
expirationdates,1349,Gliclazida; 80mg; Comprimidos,03B03,Matalane,
expirationdates,1349,Testosterona deposito; 100 mg/mL; Injectável,04E07Z,Matalane,
expirationdates,1349,Testosterona enantato; 250mg/mL; Injectável,04E07,Matalane,
expirationdates,1349,Testosterona; 50mg/5g; Gel,04E06,Matalane,
expirationdates,1350,"Agulha Hipodermica ; 1,60x38mm; Embalagem",24A05,Matalane,
expirationdates,1350,Algodao Ortopedico; 500mg; Rolo,23B03,Matalane,
expirationdates,1353,Sal ferroso; 30mg/5mL; Xarope,06A0ZZ,Matalane,
expirationdates,1355,Stilbestrol (Dietilstilbestrol; 1mg; Comprimidos,04K07,Matalane,
expirationdates,1357,Stilbestrol (Dietilstilbestrol; 3mg; Comprimidos,04K08,Matalane,
expirationdates,1362,"Abacavir sulfato (ABC); 60mg, 60comp Baby; Embalagem",08S01Z,Matalane,
expirationdates,1367,Ferro dextrano; 100mg/2mL; Injectável,06A03,Matalane,
expirationdates,1371,Tansulosina; 400mcg; Comprimidos,04G04,Matalane,
expirationdates,1375,"Cloreto de Sodio; 0,45%; Injectável",11A04,Matalane,
expirationdates,1378,Cloreto de potassio; 15%; Injectável,11A03Z,Matalane,
expirationdates,1378,Cloreto de potassio; 500mg; Comprimidos,11A02,Matalane,
expirationdates,1378,Vasopressina; 10UI/mL; Injectável,03E01,Matalane,
expirationdates,1381,Cloreto de potássio; 10% 1g/ml; Injectável,11A03,Matalane,
expirationdates,1382,"Cloreto de Sódio; 1000 mL (0,9%); Injectável",11A09,Matalane,
expirationdates,1384,Atracurio ; 10mg/ml; Injectável,18D01,Matalane,
expirationdates,1384,Filgrastim; 300 mcg/mL; Injectável,06C01,Matalane,
expirationdates,1387,"Cloreto de sodio 100 mL 0,9% Inj",11A06,Matalane,
expirationdates,1387,Glucagon; 1UI/ml; Injectável,03B14,Matalane,
expirationdates,1388,Doxicilina; 50mg; Cápsulas,08G01Z,Matalane,
expirationdates,1389,Hidrox de Alumin+Magn; 225 +200mg/5mL; Suspensão,02A03Y,Matalane,
expirationdates,1392,"Atropina sulfato 0,5mg/mL Inj",18F01,Matalane,
expirationdates,1392,"Cloreto de sodio; 250 mL 0,9%; Injectável",11A07,Matalane,
expirationdates,1392,Fibrinogenio; 100mg/250mL; Injectável,06F05,Matalane,
expirationdates,1392,Hidrox de Alumin+Magn; 405mg+100mg/mL; Suspensão,02A03Z,Matalane,
expirationdates,1392,Hidrox de magn+Aluminio; 665mg/5mL + 1200mg/5mL; Gel,02A03,Matalane,
expirationdates,1394,"Cloreto de sódio; 10 mL 0,9%; Injectável",11A05,Matalane,
expirationdates,1394,"Sulfato Ferroso + Acido Folico; 60mg+0,4mg; Comprimidos",06A07Y,Matalane,
expirationdates,1395,"Cloreto de sodio; 500 mL 0,9%; Injectável",11A08,Matalane,
expirationdates,1396,Cloreto de sodio; 20mL 20%; Injectável,11A10,Matalane,
expirationdates,1397,Atropina sulfato; 1mg/mL; Injectável,18F01Z,Matalane,
expirationdates,1397,"Calcipotriol; 0,005%; Créme",15D05,Matalane,
expirationdates,1399,Hidroxido de  Magnesio; 311mg; Comprimidos,02A02Z,Matalane,
expirationdates,1400,"Calcipotriol; 0,005%; Loção",15D06,Matalane,
expirationdates,1400,Hidroxido de Magnesio; 425mg/5mL; Suspensão,02A02,Matalane,
expirationdates,1400,Sulfato ferroso+Acido folico; 90mg+1mg; Comprimidos,06A07,Matalane,
expirationdates,1401,Hidroxido de aluminio; 500mg; Comprimidos,02A01,Matalane,
expirationdates,1403,"Calciprotiol; 0,005%; Pomada",15D07,Matalane,
expirationdates,1406,Flutamida; 250mg; Comprimidos,04K05,Matalane,
expirationdates,1408,"Fitomenadiona (Vit K1); 0,5mg/mL; Injectável",06F07Z,Matalane,
expirationdates,1408,Tolterodina; 4mg; Cápsulas,04H04,Matalane,
expirationdates,1409,Dietilcarbamazina; 50mg; Comprimidos,08N02,Matalane,
expirationdates,1411,Fitomenadiona (Vit K1); 10mg/mL; Injectável,06F08,Matalane,
expirationdates,1411,Fitomenadiona (Vit K1); 1mg/mL; Injectável,06F07Y,Matalane,
expirationdates,1411,Teofilina de accao prolongada; 250mg; Comprimidos,05A14,Matalane,
expirationdates,1412,"Calamina; 0,2% 200ml; Loção",15G01,Matalane,
expirationdates,1412,"Fitomenadiona (Vit K1); 2mg/0,2mL; Injectável",06F07,Matalane,
expirationdates,1413,Fenitoina; 250mg/5mL; Injectável,07D05,Matalane,
expirationdates,1414,Clortalidona; 50mg; Comprimidos,10A0ZZ,Matalane,
expirationdates,1414,Fenitoina; 50mg; Comprimidos,07D04Z,Matalane,
expirationdates,1415,"Calamina; 0,2%; Créme",15G01Z,Matalane,
expirationdates,1421,Darunavir; 300mg 120Comp; Embalagem,08S30Z,Matalane,
expirationdates,1422,Darunavir; 600mg 60Comp; Embalagem,08S30Y,Matalane,
expirationdates,1423,"Dactinomicina (Actinomicina D); 0,5mg; Injectável",09B02,Matalane,
expirationdates,1423,"Eritromicina Etilsuccinato; 2,5mg/mL; Injectável",08F07Y,Matalane,
expirationdates,1424,Fenobarbital; 200mg/2mL; Injectável,07D08,Matalane,
expirationdates,1425,"Eritromicina, estearato; 500mg; Comprimidos",08F06,Matalane,
expirationdates,1427,Fenobarbital; 200mg/mL; Injectável,07D08Z,Matalane,
expirationdates,1428,"Eritromicina, lactobionato; 50mg/mL-frasco; Injectável",08F07,Matalane,
expirationdates,1429,Hidrocortisona; 100mg/mL; Injectável,03A03,Matalane,
expirationdates,1432,"Capsaicina ; 0,025%; Créme",15K01Z,Matalane,
expirationdates,1432,Eritromicina; 1g; Injectável,08F07Z,Matalane,
expirationdates,1433,"Capsaicina; 0,075%; Créme",15K01,Matalane,
expirationdates,1436,Eritromicina; 200mg/5mL; Suspensão,08F08Z,Matalane,
expirationdates,1437,Eritromicina; 250mg/5mL; Suspensão,08F08,Matalane,
expirationdates,1446,Daunorubicina; 20mg; Injectável,09B03,Matalane,
expirationdates,1449,Amiodarona HCL; 150mg/3mL; Injectável,01B03,Matalane,
expirationdates,1451,Acido Ascorbico (VIT C); 100mg/5mL; Injectável,12D02Z,Matalane,
expirationdates,1451,Acido Ascorbico (VIT C); 100mg/5mL; Injectável,12D02Z,Matalane,5/3/2016
expirationdates,1451,Acido Ascórbico (Vitamina C); 100mg; Comprimidos,12D01,Matalane,
expirationdates,1451,Acido Ascórbico (Vitamina C); 100mg; Comprimidos,12D01,Matalane,20/1/2016
expirationdates,1451,Dacarbazina; 200mg; Injectável,09E07,Matalane,
expirationdates,1457,Didanosina (DDI) libertacao le; 125mg 30Caps; Embalagem,08S07,Matalane,
expirationdates,1457,Gonadotrofina coriónica humana; 5000UI/mL; Injectável,04E10,Matalane,
expirationdates,1459,"Glicina; 1,5%; Solução Aquosa",04K06,Matalane,
expirationdates,1459,Sumatriptano; 50mg; Comprimidos,07C02,Matalane,
expirationdates,1460,Didanosina (DDI) libertacao le; 250mg 30Caps; Embalagem,08S08,Matalane,
expirationdates,1460,Didanosina (DDI); 100mg; Embalagem,08S04,Matalane,
expirationdates,1460,Risperidona; 2mg; Comprimidos,07J15,Matalane,
expirationdates,1461,Sertralina; 50mg; Comprimidos,07G08,Matalane,
expirationdates,1462,Risperidona; 3mg; Comprimidos,07J16,Matalane,
expirationdates,1462,Tirofiban 50mcg/mL Inj,06E04,Matalane,
expirationdates,1463,Didanosina (DDI) libertacao le; 400mg 30Caps; Embalagem,08S09,Matalane,
expirationdates,1463,Didanosina (DDI); 150mg; Comprimidos,08S05,Matalane,
expirationdates,1465,Citrato de sodio; 450mg/5mL; Microenema,02D02,Matalane,
expirationdates,1465,Didanosina (DDI); 25mg 60comp; Embalagem,08S03Z,Matalane,
expirationdates,1466,Didanosina (DDI); 200mg; Comprimidos,08S06,Matalane,
expirationdates,1466,Didanosina (DDI); 50mg 30comp; Embalagem,08S03,Matalane,
expirationdates,1468,Bupivacaina HCL+Adrenalina; 100mg + 1:200.000/20mL; Injectável,18C01Z,Matalane,
expirationdates,1469,Fenobarbital; 100mg; Comprimidos,07D07,Matalane,
expirationdates,1472,Bupivacaina HCL+Adrenalina; 100mg+5mg; Injectável,18C02Y,Matalane,
expirationdates,1473,"Bupivacaina HCL+Adrenalina; 10mg+0,01mg; Injectável",18C02,Matalane,
expirationdates,1473,"Bupivacaina Hidrocloreto; 5mg/ml; 0,5%; Injectável",18C01,Matalane,
expirationdates,1479,Bupivacaina+ Dextrose (Hiperba; 20mg/4ml; Injectável,18C02Z,Matalane,
expirationdates,1480,Fenobarbital; 15mg; Comprimidos,07D06,Matalane,
expirationdates,1484,Bupivacaina+Dextrose; 10mg + 75 mg; Injectável,18C03Z,Matalane,
expirationdates,1485,Bupivacaina+Dextrose; 10mg+75mg; Injectável,18C03Y,Matalane,
expirationdates,1486,Bupivacaina+Dextrose; 20mg + 32 mg; Injectável,18C03,Matalane,
expirationdates,1487,"Clobetasol propionato; 0,05%; Créme",15B08,Matalane,
expirationdates,1490,"Clobetasol propionato; 0,05%; Pomada",15B09,Matalane,
expirationdates,1491,Disulfiram; 250mg; Comprimidos,07L03Z,Matalane,
expirationdates,1493,Fenoximetilpenicilina  125mg/5mL Susp,08A02Z,Matalane,
expirationdates,1494,Fenoximetilpenicilina; 250mg/5mL; Suspensão,08A02,Matalane,
expirationdates,1495,Fenoximetilpenicilina; 250mg; Comprimidos,08A01Z,Matalane,
expirationdates,1496,Fenoximetilpenicilina; 500mg; Comprimidos,08A01,Matalane,
expirationdates,1497,Clorfeniramina; 2mg/5mL; Xarope,13A03,Matalane,
expirationdates,1498,Clorfeniramina; 4mg; Comprimidos,13A02,Matalane,
expirationdates,1503,Clindamicina Fosfato; 10mg/mL; Solução,15C07,Matalane,
expirationdates,1505,"Tramadol, Hidrocloreto; 100mg; Comprimidos",07B10,Matalane,
expirationdates,1505,"Tramadol, Hidrocloreto; 50mg; Comprimidos",07B09,Matalane,
expirationdates,1506,Varfarina; 5mg; Comprimidos,06D03,Matalane,
expirationdates,1509,Tramadol; 100mg/2mL; Injectável,07B11,Matalane,
expirationdates,1509,Tramadol; 150mg; Comprimidos,07B10Z,Matalane,
expirationdates,1511,Dobutamina; 250mg/20mL; Injectável,01A04Z,Matalane,
expirationdates,1511,Dobutamina; 250mg/20mL; Injectável,01A04Z,Matalane,"20/1/2016,21/1/2016"
expirationdates,1511,Dobutamina; 250mg/20mL; Injectável,01A04Z,Matalane,29/2/2016
expirationdates,1518,Estreptomicina; 1g/5mL; Injectável,08L01,Matalane,
expirationdates,1520,Fluoxetina HCL; 20mg; Cápsulas,07G03,Matalane,
expirationdates,1520,Gabapentina; 100mg; Cápsulas,07D09,Matalane,
expirationdates,1522,Gluconato de ferro; 30mg/5mL; Xarope,06A04,Matalane,
expirationdates,1523,Flunitrazepam; 2mg; Comprimidos,07I08,Matalane,
expirationdates,1523,Gabapentina; 300mg; Cápsulas,07D10,Matalane,
expirationdates,1523,Topiramato; 50mg; Comprimidos,07D12,Matalane,
expirationdates,1524,Flufenazina; 25mg/2mL; Injectável,07J05,Matalane,
expirationdates,1525,Ciprofloxacina+Hidrocortisona 10ml Gota auricular,16A01,Matalane,
expirationdates,1527,Flufenazina; 25mg/mL; Injectável,07J05Z,Matalane,
expirationdates,1529,Insulina accao curta (ultra-ra; 100UI/mL; Injectável,03B08,Matalane,
expirationdates,1530,Insulina accao curta(rapida)(A; 100UI/mL; Injectável,03B07,Matalane,
expirationdates,1531,Colecalciferol (Vit D); 200 000 UI; Injectável,12D06Z,Matalane,
expirationdates,1532,Hidralazina; 25mg; Comprimidos,01C02,Matalane,
